fecha;radsup
2009-05-11;7,58
2009-05-12;11,28
2009-05-13;1,86
2009-05-14;6,07
2009-05-15;11,99
2009-05-16;14,97
2009-05-17;15,02
2009-05-18;14,82
2009-05-19;14,19
2009-05-20;9,54
2009-05-21;13,75
2009-05-22;2,88
2009-05-23;5,26
2009-05-24;10,80
2009-05-25;1,72
2009-05-26;8,68
2009-05-27;13,41
2009-05-28;13,93
2009-05-29;13,45
2009-05-30;13,38
2009-05-31;12,49
2009-06-01;2,23
2009-06-02;12,08
2009-06-03;11,86
2009-06-04;9,15
2009-06-05;5,89
2009-06-06;1,00
2009-06-07;11,21
2009-06-08;12,84
2009-06-09;13,54
