fecha;hrmean
2009-05-11;65,17
2009-05-12;74,61
2009-05-13;91,77
2009-05-14;84,10
2009-05-15;69,01
2009-05-16;61,54
2009-05-17;57,39
2009-05-18;61,47
2009-05-19;81,21
2009-05-20;87,40
2009-05-21;97,17
2009-05-22;93,36
2009-05-23;92,37
2009-05-24;84,40
2009-05-25;74,47
2009-05-26;98,21
2009-05-27;99,28
2009-05-28;89,27
2009-05-29;85,71
2009-05-30;80,05
2009-05-31;78,38
2009-06-01;78,95
2009-06-02;80,18
2009-06-03;81,40
2009-06-04;72,09
2009-06-05;57,88
2009-06-06;64,23
2009-06-07;76,91
2009-06-08;86,56
2009-06-09;99,94
