fecha;tmax
2009-05-11;305,00
2009-05-12;302,70
2009-05-13;302,00
2009-05-14;294,40
2009-05-15;293,20
2009-05-16;295,60
2009-05-17;297,70
2009-05-18;301,40
2009-05-19;298,10
2009-05-20;301,00
2009-05-21;295,10
2009-05-22;288,80
2009-05-23;291,10
2009-05-24;299,00
2009-05-25;299,50
2009-05-26;292,80
2009-05-27;291,30
2009-05-28;294,10
2009-05-29;290,50
2009-05-30;288,20
2009-05-31;289,50
2009-06-01;287,80
2009-06-02;290,70
2009-06-03;296,00
2009-06-04;297,40
2009-06-05;297,60
2009-06-06;293,70
2009-06-07;290,90
2009-06-08;286,90
2009-06-09;290,10
