fecha;hrmean
2009-05-11;65,02
2009-05-12;73,12
2009-05-13;98,48
2009-05-14;87,33
2009-05-15;71,88
2009-05-16;66,47
2009-05-17;58,26
2009-05-18;63,67
2009-05-19;63,70
2009-05-20;86,96
2009-05-21;99,00
2009-05-22;93,99
2009-05-23;79,66
2009-05-24;83,89
2009-05-25;72,94
2009-05-26;52,73
2009-05-27;54,09
2009-05-28;71,64
2009-05-29;98,24
2009-05-30;99,87
2009-05-31;98,05
2009-06-01;77,49
2009-06-02;79,71
2009-06-03;81,70
2009-06-04;72,97
2009-06-05;66,85
2009-06-06;64,25
2009-06-07;85,43
2009-06-08;92,59
2009-06-09;84,10
