fecha;radsup
2009-05-11;11,08
2009-05-12;6,52
2009-05-13;0,97
2009-05-14;7,44
2009-05-15;13,40
2009-05-16;14,83
2009-05-17;13,93
2009-05-18;14,35
2009-05-19;14,27
2009-05-20;14,38
2009-05-21;13,32
2009-05-22;14,27
2009-05-23;13,84
2009-05-24;12,68
2009-05-25;7,22
2009-05-26;12,74
2009-05-27;12,56
2009-05-28;1,14
2009-05-29;11,15
2009-05-30;8,81
2009-05-31;4,24
2009-06-01;3,79
2009-06-02;1,70
2009-06-03;1,34
2009-06-04;1,76
2009-06-05;0,79
2009-06-06;5,00
2009-06-07;7,04
2009-06-08;12,80
2009-06-09;12,64
