fecha;tmax
2009-05-11;307,50
2009-05-12;306,10
2009-05-13;300,30
2009-05-14;291,10
2009-05-15;290,20
2009-05-16;292,60
2009-05-17;296,90
2009-05-18;293,70
2009-05-19;291,30
2009-05-20;295,90
2009-05-21;299,70
2009-05-22;302,80
2009-05-23;298,70
2009-05-24;294,20
2009-05-25;287,40
2009-05-26;284,50
2009-05-27;283,90
2009-05-28;288,40
2009-05-29;290,20
2009-05-30;291,30
2009-05-31;292,10
2009-06-01;293,10
2009-06-02;288,80
2009-06-03;288,00
2009-06-04;287,70
2009-06-05;286,90
2009-06-06;287,00
2009-06-07;291,60
2009-06-08;291,80
2009-06-09;293,10
