fecha;tmin
2009-05-11;295,60
2009-05-12;295,90
2009-05-13;286,00
2009-05-14;284,50
2009-05-15;280,70
2009-05-16;280,40
2009-05-17;282,40
2009-05-18;282,60
2009-05-19;285,70
2009-05-20;287,30
2009-05-21;288,00
2009-05-22;290,70
2009-05-23;289,40
2009-05-24;289,20
2009-05-25;290,50
2009-05-26;291,60
2009-05-27;285,70
2009-05-28;283,60
2009-05-29;288,20
2009-05-30;293,40
2009-05-31;293,20
2009-06-01;286,10
2009-06-02;282,70
2009-06-03;281,50
2009-06-04;282,90
2009-06-05;280,50
2009-06-06;278,30
2009-06-07;282,30
2009-06-08;281,40
2009-06-09;279,30
