fecha;radsup
2009-05-11;1,42
2009-05-12;9,63
2009-05-13;10,06
2009-05-14;2,49
2009-05-15;9,75
2009-05-16;4,55
2009-05-17;3,73
2009-05-18;6,28
2009-05-19;6,73
2009-05-20;12,51
2009-05-21;6,64
2009-05-22;12,70
2009-05-23;6,68
2009-05-24;9,98
2009-05-25;1,35
2009-05-26;1,95
2009-05-27;3,95
2009-05-28;13,02
2009-05-29;12,36
2009-05-30;12,94
2009-05-31;4,12
2009-06-01;1,49
2009-06-02;1,89
2009-06-03;9,09
2009-06-04;4,15
2009-06-05;1,05
2009-06-06;12,47
2009-06-07;8,93
2009-06-08;5,28
2009-06-09;1,66
