fecha;velviento
2009-05-11;3,08
2009-05-12;2,85
2009-05-13;4,53
2009-05-14;3,36
2009-05-15;2,13
2009-05-16;2,23
2009-05-17;1,78
2009-05-18;1,93
2009-05-19;2,05
2009-05-20;2,24
2009-05-21;2,83
2009-05-22;3,03
2009-05-23;2,16
2009-05-24;2,31
2009-05-25;1,56
2009-05-26;1,74
2009-05-27;2,99
2009-05-28;4,03
2009-05-29;5,45
2009-05-30;1,93
2009-05-31;3,80
2009-06-01;4,45
2009-06-02;3,13
2009-06-03;3,33
2009-06-04;4,18
2009-06-05;4,42
2009-06-06;3,30
2009-06-07;2,43
2009-06-08;2,80
2009-06-09;2,93
