fecha;tmax
2009-05-11;303,80
2009-05-12;305,90
2009-05-13;305,80
2009-05-14;291,90
2009-05-15;290,50
2009-05-16;296,30
2009-05-17;293,50
2009-05-18;293,50
2009-05-19;297,60
2009-05-20;291,30
2009-05-21;292,80
2009-05-22;293,70
2009-05-23;296,40
2009-05-24;300,00
2009-05-25;297,00
2009-05-26;295,80
2009-05-27;299,70
2009-05-28;296,90
2009-05-29;293,40
2009-05-30;290,70
2009-05-31;286,60
2009-06-01;286,30
2009-06-02;288,70
2009-06-03;291,60
2009-06-04;292,10
2009-06-05;290,80
2009-06-06;288,40
2009-06-07;290,80
2009-06-08;288,70
2009-06-09;291,70
