fecha;hrmean
2009-05-11;60,41
2009-05-12;64,92
2009-05-13;94,18
2009-05-14;84,49
2009-05-15;65,68
2009-05-16;51,01
2009-05-17;47,95
2009-05-18;58,50
2009-05-19;64,73
2009-05-20;60,87
2009-05-21;57,96
2009-05-22;59,49
2009-05-23;88,74
2009-05-24;96,89
2009-05-25;71,44
2009-05-26;73,86
2009-05-27;81,39
2009-05-28;80,30
2009-05-29;84,05
2009-05-30;74,02
2009-05-31;71,52
2009-06-01;96,08
2009-06-02;95,65
2009-06-03;95,44
2009-06-04;87,07
2009-06-05;75,17
2009-06-06;69,32
2009-06-07;91,25
2009-06-08;80,68
2009-06-09;78,31
