fecha;tmax
2009-01-12;304,30
2009-01-13;304,30
2009-01-14;305,10
2009-01-15;302,40
2009-01-16;311,20
2009-01-17;303,40
2009-01-18;311,80
2009-01-19;310,00
2009-01-20;308,80
2009-01-21;308,90
2009-01-22;316,30
2009-01-23;318,50
2009-01-24;312,90
2009-01-25;314,40
2009-01-26;308,40
2009-01-27;303,70
2009-01-28;304,70
2009-01-29;306,90
2009-01-30;313,00
2009-01-31;312,30
2009-02-01;311,50
2009-02-02;298,10
2009-02-03;304,90
2009-02-04;303,80
2009-02-05;302,60
2009-02-06;308,60
2009-02-07;310,20
2009-02-08;311,30
2009-02-09;311,40
2009-02-10;309,30
