fecha;tmax
2009-01-12;303,70
2009-01-13;302,90
2009-01-14;307,00
2009-01-15;308,40
2009-01-16;305,50
2009-01-17;304,40
2009-01-18;308,20
2009-01-19;309,40
2009-01-20;309,80
2009-01-21;313,60
2009-01-22;311,40
2009-01-23;312,30
2009-01-24;306,00
2009-01-25;302,40
2009-01-26;307,10
2009-01-27;302,40
2009-01-28;303,30
2009-01-29;310,10
2009-01-30;311,40
2009-01-31;314,00
2009-02-01;313,10
2009-02-02;304,30
2009-02-03;304,60
2009-02-04;303,30
2009-02-05;304,80
2009-02-06;309,20
2009-02-07;309,30
2009-02-08;309,50
2009-02-09;304,50
2009-02-10;300,20
