fecha;hrmean
2009-01-12;89,97
2009-01-13;76,78
2009-01-14;91,92
2009-01-15;81,58
2009-01-16;69,74
2009-01-17;74,66
2009-01-18;74,85
2009-01-19;92,00
2009-01-20;76,47
2009-01-21;77,55
2009-01-22;92,73
2009-01-23;89,35
2009-01-24;97,33
2009-01-25;88,75
2009-01-26;84,92
2009-01-27;69,39
2009-01-28;78,15
2009-01-29;67,33
2009-01-30;69,35
2009-01-31;66,37
2009-02-01;90,22
2009-02-02;81,59
2009-02-03;73,64
2009-02-04;65,48
2009-02-05;94,27
2009-02-06;92,85
2009-02-07;95,60
2009-02-08;83,17
2009-02-09;83,98
2009-02-10;80,91
