fecha;hrmean
2009-01-12;71,06
2009-01-13;87,62
2009-01-14;67,93
2009-01-15;66,81
2009-01-16;56,79
2009-01-17;64,03
2009-01-18;84,28
2009-01-19;68,48
2009-01-20;85,94
2009-01-21;87,58
2009-01-22;76,29
2009-01-23;58,81
2009-01-24;70,99
2009-01-25;76,40
2009-01-26;64,33
2009-01-27;85,36
2009-01-28;91,22
2009-01-29;72,82
2009-01-30;58,54
2009-01-31;59,83
2009-02-01;62,86
2009-02-02;62,80
2009-02-03;87,13
2009-02-04;76,43
2009-02-05;84,90
2009-02-06;85,79
2009-02-07;76,28
2009-02-08;74,27
2009-02-09;94,57
2009-02-10;98,55
