fecha;precip
2009-01-12;2,83
2009-01-13;16,78
2009-01-14;41,58
2009-01-15;4,51
2009-01-16;8,06
2009-01-17;1,49
2009-01-18;0,50
2009-01-19;0,39
2009-01-20;0,19
2009-01-21;0,00
2009-01-22;0,00
2009-01-23;0,00
2009-01-24;14,00
2009-01-25;22,01
2009-01-26;6,11
2009-01-27;6,65
2009-01-28;43,09
2009-01-29;58,26
2009-01-30;11,40
2009-01-31;50,80
2009-02-01;2,64
2009-02-02;4,15
2009-02-03;40,74
2009-02-04;75,75
2009-02-05;3,41
2009-02-06;20,04
2009-02-07;9,16
2009-02-08;37,02
2009-02-09;9,40
2009-02-10;0,13
