fecha;tmax
2009-01-12;299,70
2009-01-13;306,60
2009-01-14;301,60
2009-01-15;306,20
2009-01-16;309,60
2009-01-17;306,70
2009-01-18;303,80
2009-01-19;304,00
2009-01-20;307,00
2009-01-21;307,30
2009-01-22;301,70
2009-01-23;300,70
2009-01-24;300,50
2009-01-25;305,10
2009-01-26;303,90
2009-01-27;308,60
2009-01-28;303,70
2009-01-29;299,40
2009-01-30;304,80
2009-01-31;309,50
2009-02-01;302,50
2009-02-02;298,20
2009-02-03;306,20
2009-02-04;309,80
2009-02-05;303,00
2009-02-06;300,90
2009-02-07;298,90
2009-02-08;302,10
2009-02-09;304,50
2009-02-10;301,30
