fecha;precip
2009-01-12;44,82
2009-01-13;1,19
2009-01-14;9,85
2009-01-15;4,10
2009-01-16;3,91
2009-01-17;31,26
2009-01-18;4,97
2009-01-19;6,61
2009-01-20;21,75
2009-01-21;0,00
2009-01-22;0,00
2009-01-23;0,00
2009-01-24;0,04
2009-01-25;0,02
2009-01-26;0,00
2009-01-27;0,00
2009-01-28;0,02
2009-01-29;35,55
2009-01-30;11,19
2009-01-31;0,37
2009-02-01;13,11
2009-02-02;0,37
2009-02-03;1,38
2009-02-04;2,29
2009-02-05;23,00
2009-02-06;18,84
2009-02-07;17,86
2009-02-08;0,13
2009-02-09;6,70
2009-02-10;14,36
