fecha;precip
2009-01-12;86,81
2009-01-13;27,56
2009-01-14;0,00
2009-01-15;6,63
2009-01-16;3,56
2009-01-17;0,00
2009-01-18;0,00
2009-01-19;0,00
2009-01-20;4,97
2009-01-21;3,97
2009-01-22;5,14
2009-01-23;22,94
2009-01-24;2,18
2009-01-25;0,00
2009-01-26;0,24
2009-01-27;7,78
2009-01-28;23,85
2009-01-29;6,91
2009-01-30;0,28
2009-01-31;8,14
2009-02-01;12,18
2009-02-02;3,56
2009-02-03;9,74
2009-02-04;7,17
2009-02-05;53,03
2009-02-06;31,80
2009-02-07;6,61
2009-02-08;10,17
2009-02-09;8,10
2009-02-10;33,57
