fecha;precip
2009-01-12;17,19
2009-01-13;0,00
2009-01-14;0,00
2009-01-15;0,00
2009-01-16;1,25
2009-01-17;49,94
2009-01-18;13,80
2009-01-19;0,00
2009-01-20;0,00
2009-01-21;0,00
2009-01-22;0,00
2009-01-23;2,38
2009-01-24;0,02
2009-01-25;0,00
2009-01-26;0,93
2009-01-27;20,93
2009-01-28;26,24
2009-01-29;0,24
2009-01-30;5,59
2009-01-31;0,45
2009-02-01;0,73
2009-02-02;0,06
2009-02-03;1,81
2009-02-04;27,24
2009-02-05;0,00
2009-02-06;0,35
2009-02-07;20,97
2009-02-08;18,45
2009-02-09;0,00
2009-02-10;0,00
