fecha;precip
2009-01-12;61,71
2009-01-13;90,22
2009-01-14;0,00
2009-01-15;0,00
2009-01-16;0,00
2009-01-17;0,00
2009-01-18;2,03
2009-01-19;0,32
2009-01-20;9,35
2009-01-21;12,83
2009-01-22;2,03
2009-01-23;0,00
2009-01-24;5,36
2009-01-25;3,67
2009-01-26;7,15
2009-01-27;12,57
2009-01-28;20,93
2009-01-29;0,00
2009-01-30;0,00
2009-01-31;0,00
2009-02-01;0,00
2009-02-02;0,00
2009-02-03;15,18
2009-02-04;0,73
2009-02-05;16,44
2009-02-06;1,62
2009-02-07;0,86
2009-02-08;0,71
2009-02-09;23,22
2009-02-10;27,00
