fecha;radsup
2009-03-24;20,20
2009-03-25;20,07
2009-03-26;15,99
2009-03-27;17,04
2009-03-28;17,94
2009-03-29;9,93
2009-03-30;9,97
2009-03-31;8,64
2009-04-01;6,50
2009-04-02;9,13
2009-04-03;9,85
2009-04-04;8,10
2009-04-05;3,41
2009-04-06;15,81
2009-04-07;14,22
2009-04-08;4,63
2009-04-09;4,74
2009-04-10;12,77
2009-04-11;7,19
2009-04-12;16,50
2009-04-13;18,84
2009-04-14;19,27
2009-04-15;18,83
2009-04-16;17,61
2009-04-17;18,13
2009-04-18;18,28
2009-04-19;17,96
2009-04-20;11,22
2009-04-21;5,86
2009-04-22;5,46
