fecha;radsup
2009-03-24;20,85
2009-03-25;20,51
2009-03-26;16,21
2009-03-27;18,14
2009-03-28;17,23
2009-03-29;20,56
2009-03-30;20,47
2009-03-31;13,35
2009-04-01;9,62
2009-04-02;5,54
2009-04-03;15,34
2009-04-04;16,59
2009-04-05;18,61
2009-04-06;20,20
2009-04-07;20,46
2009-04-08;19,89
2009-04-09;17,63
2009-04-10;11,12
2009-04-11;11,73
2009-04-12;16,78
2009-04-13;7,35
2009-04-14;12,20
2009-04-15;16,22
2009-04-16;17,16
2009-04-17;17,83
2009-04-18;17,01
2009-04-19;17,72
2009-04-20;11,42
2009-04-21;17,31
2009-04-22;17,51
