fecha;tmax
2009-03-24;307,90
2009-03-25;307,20
2009-03-26;305,00
2009-03-27;305,10
2009-03-28;308,70
2009-03-29;311,10
2009-03-30;311,00
2009-03-31;309,30
2009-04-01;301,70
2009-04-02;304,10
2009-04-03;306,60
2009-04-04;307,20
2009-04-05;307,80
2009-04-06;298,30
2009-04-07;302,50
2009-04-08;304,70
2009-04-09;304,10
2009-04-10;302,40
2009-04-11;306,60
2009-04-12;303,30
2009-04-13;298,30
2009-04-14;301,50
2009-04-15;302,90
2009-04-16;297,00
2009-04-17;300,60
2009-04-18;299,00
2009-04-19;297,90
2009-04-20;300,70
2009-04-21;295,20
2009-04-22;294,90
