fecha;radsup
2009-03-24;12,60
2009-03-25;15,37
2009-03-26;5,56
2009-03-27;10,84
2009-03-28;14,12
2009-03-29;16,84
2009-03-30;18,34
2009-03-31;18,06
2009-04-01;18,80
2009-04-02;19,14
2009-04-03;19,89
2009-04-04;16,71
2009-04-05;11,33
2009-04-06;16,46
2009-04-07;8,16
2009-04-08;4,46
2009-04-09;9,70
2009-04-10;19,47
2009-04-11;18,83
2009-04-12;18,77
2009-04-13;13,08
2009-04-14;4,59
2009-04-15;12,79
2009-04-16;17,66
2009-04-17;18,58
2009-04-18;18,64
2009-04-19;18,00
2009-04-20;16,70
2009-04-21;2,59
2009-04-22;11,20
