fecha;tmax
2009-03-24;308,20
2009-03-25;308,60
2009-03-26;307,40
2009-03-27;306,40
2009-03-28;308,90
2009-03-29;311,30
2009-03-30;312,30
2009-03-31;308,10
2009-04-01;305,50
2009-04-02;308,70
2009-04-03;302,70
2009-04-04;293,50
2009-04-05;298,00
2009-04-06;299,20
2009-04-07;301,60
2009-04-08;305,00
2009-04-09;305,70
2009-04-10;300,20
2009-04-11;298,60
2009-04-12;294,50
2009-04-13;295,60
2009-04-14;297,80
2009-04-15;294,30
2009-04-16;292,30
2009-04-17;293,60
2009-04-18;298,60
2009-04-19;297,20
2009-04-20;293,90
2009-04-21;295,10
2009-04-22;295,60
