fecha;tmax
2009-04-14;307,60
2009-04-15;306,40
2009-04-16;309,40
2009-04-17;306,90
2009-04-18;306,40
2009-04-19;298,40
2009-04-20;300,90
2009-04-21;304,00
2009-04-22;297,40
2009-04-23;298,30
2009-04-24;302,00
2009-04-25;302,80
2009-04-26;302,50
2009-04-27;303,40
2009-04-28;304,70
2009-04-29;306,60
2009-04-30;305,60
2009-05-01;306,70
2009-05-02;307,20
2009-05-03;308,00
2009-05-04;302,40
2009-05-05;305,10
2009-05-06;303,00
2009-05-07;303,70
2009-05-08;306,90
2009-05-09;301,50
2009-05-10;303,60
2009-05-11;303,80
2009-05-12;300,60
2009-05-13;289,50
