fecha;radsup
2009-04-14;18,10
2009-04-15;18,47
2009-04-16;18,47
2009-04-17;17,78
2009-04-18;9,96
2009-04-19;9,89
2009-04-20;10,69
2009-04-21;13,19
2009-04-22;7,28
2009-04-23;16,02
2009-04-24;2,15
2009-04-25;2,71
2009-04-26;6,45
2009-04-27;3,78
2009-04-28;5,67
2009-04-29;14,70
2009-04-30;11,77
2009-05-01;15,06
2009-05-02;15,63
2009-05-03;16,44
2009-05-04;16,25
2009-05-05;12,33
2009-05-06;4,09
2009-05-07;5,48
2009-05-08;14,73
2009-05-09;14,85
2009-05-10;15,07
2009-05-11;15,59
2009-05-12;15,24
2009-05-13;14,68
