fecha;precip
2009-04-14;0,00
2009-04-15;0,00
2009-04-16;0,00
2009-04-17;0,00
2009-04-18;0,00
2009-04-19;0,00
2009-04-20;0,00
2009-04-21;0,00
2009-04-22;0,00
2009-04-23;0,00
2009-04-24;6,61
2009-04-25;13,98
2009-04-26;0,00
2009-04-27;0,00
2009-04-28;0,00
2009-04-29;1,45
2009-04-30;10,86
2009-05-01;10,28
2009-05-02;11,90
2009-05-03;20,56
2009-05-04;1,34
2009-05-05;8,49
2009-05-06;15,34
2009-05-07;18,49
2009-05-08;1,34
2009-05-09;0,58
2009-05-10;0,00
2009-05-11;0,80
2009-05-12;16,50
2009-05-13;0,09
