fecha;velviento
2009-01-05;1,96
2009-01-06;2,36
2009-01-07;2,56
2009-01-08;3,24
2009-01-09;3,40
2009-01-10;2,07
2009-01-11;3,33
2009-01-12;4,82
2009-01-13;4,19
2009-01-14;3,62
2009-01-15;2,08
2009-01-16;1,99
2009-01-17;2,22
2009-01-18;2,53
2009-01-19;3,72
2009-01-20;3,82
2009-01-21;2,82
2009-01-22;2,42
2009-01-23;1,41
2009-01-24;1,76
2009-01-25;1,44
2009-01-26;1,68
2009-01-27;1,82
2009-01-28;2,45
2009-01-29;2,16
2009-01-30;1,34
2009-01-31;2,17
2009-02-01;3,06
2009-02-02;3,21
2009-02-03;4,51
