fecha;tmax
2009-01-05;306,50
2009-01-06;308,70
2009-01-07;310,80
2009-01-08;313,30
2009-01-09;314,60
2009-01-10;314,40
2009-01-11;314,10
2009-01-12;315,90
2009-01-13;314,40
2009-01-14;314,50
2009-01-15;312,40
2009-01-16;300,10
2009-01-17;307,10
2009-01-18;302,90
2009-01-19;296,50
2009-01-20;300,20
2009-01-21;306,20
2009-01-22;308,40
2009-01-23;307,20
2009-01-24;302,30
2009-01-25;302,20
2009-01-26;302,00
2009-01-27;305,50
2009-01-28;307,50
2009-01-29;308,90
2009-01-30;305,20
2009-01-31;310,40
2009-02-01;311,10
2009-02-02;305,00
2009-02-03;294,40
