fecha;radsup
2009-01-05;30,09
2009-01-06;28,30
2009-01-07;21,97
2009-01-08;22,48
2009-01-09;18,71
2009-01-10;10,33
2009-01-11;13,07
2009-01-12;10,76
2009-01-13;7,61
2009-01-14;4,24
2009-01-15;12,59
2009-01-16;23,56
2009-01-17;6,37
2009-01-18;11,12
2009-01-19;18,01
2009-01-20;2,46
2009-01-21;12,28
2009-01-22;24,76
2009-01-23;26,01
2009-01-24;24,52
2009-01-25;21,01
2009-01-26;25,67
2009-01-27;9,52
2009-01-28;15,07
2009-01-29;4,35
2009-01-30;26,37
2009-01-31;27,49
2009-02-01;27,79
2009-02-02;27,89
2009-02-03;26,18
