fecha;tmin
2009-05-18;290,60
2009-05-19;290,30
2009-05-20;294,20
2009-05-21;292,70
2009-05-22;295,30
2009-05-23;296,20
2009-05-24;289,10
2009-05-25;286,90
2009-05-26;284,40
2009-05-27;283,20
2009-05-28;288,10
2009-05-29;292,10
2009-05-30;293,40
2009-05-31;287,90
2009-06-01;286,20
2009-06-02;288,20
2009-06-03;286,00
2009-06-04;285,40
2009-06-05;286,50
2009-06-06;285,30
2009-06-07;284,50
2009-06-08;281,90
2009-06-09;281,60
2009-06-10;282,20
2009-06-11;284,00
2009-06-12;284,10
2009-06-13;290,60
2009-06-14;289,60
2009-06-15;289,00
2009-06-16;289,00
