fecha;radsup
2009-05-18;3,64
2009-05-19;10,50
2009-05-20;6,23
2009-05-21;6,12
2009-05-22;9,31
2009-05-23;3,38
2009-05-24;3,10
2009-05-25;0,98
2009-05-26;9,59
2009-05-27;11,60
2009-05-28;2,49
2009-05-29;2,35
2009-05-30;8,36
2009-05-31;3,44
2009-06-01;6,67
2009-06-02;3,69
2009-06-03;0,94
2009-06-04;3,37
2009-06-05;3,13
2009-06-06;6,60
2009-06-07;11,18
2009-06-08;13,22
2009-06-09;13,45
2009-06-10;13,01
2009-06-11;12,83
2009-06-12;12,52
2009-06-13;6,26
2009-06-14;1,26
2009-06-15;4,73
2009-06-16;6,16
