fecha;tmin
2009-05-18;289,50
2009-05-19;290,90
2009-05-20;293,90
2009-05-21;294,20
2009-05-22;291,80
2009-05-23;293,10
2009-05-24;293,50
2009-05-25;289,90
2009-05-26;285,40
2009-05-27;286,10
2009-05-28;292,30
2009-05-29;294,40
2009-05-30;294,90
2009-05-31;294,10
2009-06-01;295,50
2009-06-02;295,00
2009-06-03;294,70
2009-06-04;293,70
2009-06-05;284,00
2009-06-06;280,10
2009-06-07;276,60
2009-06-08;280,00
2009-06-09;281,70
2009-06-10;283,10
2009-06-11;285,30
2009-06-12;289,70
2009-06-13;291,70
2009-06-14;291,80
2009-06-15;294,60
2009-06-16;293,20
