fecha;hrmean
2009-05-18;68,20
2009-05-19;75,62
2009-05-20;64,58
2009-05-21;49,22
2009-05-22;65,76
2009-05-23;80,63
2009-05-24;71,20
2009-05-25;68,73
2009-05-26;60,02
2009-05-27;66,37
2009-05-28;83,94
2009-05-29;90,24
2009-05-30;68,18
2009-05-31;70,29
2009-06-01;57,60
2009-06-02;44,38
2009-06-03;74,62
2009-06-04;81,34
2009-06-05;89,37
2009-06-06;96,37
2009-06-07;52,35
2009-06-08;38,99
2009-06-09;44,77
2009-06-10;66,89
2009-06-11;69,94
2009-06-12;83,87
2009-06-13;62,25
2009-06-14;42,58
2009-06-15;47,02
2009-06-16;56,85
