fecha;tmin
2009-05-18;290,80
2009-05-19;290,80
2009-05-20;294,70
2009-05-21;293,30
2009-05-22;292,90
2009-05-23;294,80
2009-05-24;295,40
2009-05-25;294,60
2009-05-26;293,00
2009-05-27;295,30
2009-05-28;294,40
2009-05-29;289,00
2009-05-30;290,60
2009-05-31;285,40
2009-06-01;285,90
2009-06-02;283,60
2009-06-03;283,40
2009-06-04;285,60
2009-06-05;287,70
2009-06-06;289,50
2009-06-07;291,10
2009-06-08;291,00
2009-06-09;288,00
2009-06-10;287,80
2009-06-11;289,70
2009-06-12;289,30
2009-06-13;284,10
2009-06-14;280,10
2009-06-15;277,20
2009-06-16;278,90
