fecha;tmin
2009-05-18;290,80
2009-05-19;292,50
2009-05-20;293,70
2009-05-21;294,00
2009-05-22;292,60
2009-05-23;292,10
2009-05-24;291,30
2009-05-25;293,00
2009-05-26;293,80
2009-05-27;292,30
2009-05-28;288,70
2009-05-29;288,40
2009-05-30;293,20
2009-05-31;297,30
2009-06-01;294,30
2009-06-02;293,90
2009-06-03;292,30
2009-06-04;287,80
2009-06-05;284,90
2009-06-06;293,40
2009-06-07;287,70
2009-06-08;284,70
2009-06-09;285,80
2009-06-10;286,00
2009-06-11;285,50
2009-06-12;286,70
2009-06-13;285,70
2009-06-14;284,90
2009-06-15;287,60
2009-06-16;282,00
